track,artist,seeds,number_of_emotion_tags,valence_tags,arousal_tags,dominance_tags,mbid,spotify_id,genre
Tricky Kid,Tricky,['dark'],9,5.045932203,4.433559322,4.888474576,794767d9-0ee2-4003-b47e-aa0d0cbc4d28,5vR3KWyjJgseE3pEOVvbTg,trip-hop
Familiar,Agnes Obel,['dark'],1,5.08,4.09,4.61,,0PXrZI0zGEm8AVh8eIYv2q,
Sister Ray,Joy Division,['dark'],1,5.08,4.09,4.61,8aa15e0d-6ebf-4af1-a4b6-621c4ccb29d2,3LXlJQfcy8hcgnE4hyPmlb,post-punk
Wake Up,The Walkmen,"['dark', 'nostalgic']",10,4.996666667,3.930666667,4.688,fd300e34-cf8a-40e2-8f6c-f0e6a442c8ea,5Q6Js0bDKavBRza24bQkkH,indie rock
Me & The Minibar,The Dresden Dolls,['dark'],10,3.95825,3.63775,4.3495,,6dEZy6R8P6U3Ij42NSKdLK,piano
In Your Heart,A Place to Bury Strangers,['dark'],5,5.646666667,4.467777778,4.962222222,6c69abae-0ccb-4c12-8b93-2121a83df9bd,2SPwe6I4n8uD3PAQZUXLPu,shoegaze
Smoke,Alkaline Trio,['dark'],6,4.570843373,4.360361446,4.808674699,1c2897c6-7399-4083-befc-a98872e9701d,6uRRWR5s0vOofSzL7UPB8d,rock
Dirty Knife,Neko Case,['dark'],6,5.47875,3.34875,4.85375,289840fa-3260-41b0-be67-86a192679e06,0XNM1Mq2YYxwJPFOL3FOPq,indie
Black Heart,Calexico,"['dark', 'mysterious']",21,4.651490683,4.003291925,4.62068323,993bb2ce-79b5-4937-be67-2e66934bf195,7BXa5RPmx7a00JV8wumyxd,indie
Vessel,Zola Jesus,['dark'],7,6.402272727,4.662045455,5.652954545,e1fe70c2-4484-4248-8b00-ba7c56dcec2d,73yI777xZLByVQJe9NwcaZ,electronic
Sick,Salem,['dark'],3,3.887575758,3.558181818,3.643333333,14cc5749-df7d-4ff2-9431-78fdf8dd65fa,0lYDXJviIT64Sjz4T9dnfs,witch house
Failure,Breaking Benjamin,['dark'],1,5.08,4.09,4.61,,4wh0E9OwMCxcaIKTg0Mts9,rock
Vessel,Jon Hopkins,"['dark', 'dreamy']",4,4.551666667,3.115,3.748333333,d9b81846-9ed4-4aba-a267-a16b1037420e,6ULKGQ9IwGzyw3BigWqShu,ambient
Slow Acid,Calvin Harris,['dark'],3,5.16,3.78,4.446666667,dc7e9ec4-afcd-49b3-a0e9-dc9bcd044bf0,6GvXJZ8EQuUWzthpPFLr6f,electronic
Alsatian Cousin,Morrissey,"['dark', 'wry']",5,3.877580645,3.805483871,3.749677419,2ec2dbe3-3c7f-48f0-aadb-81f25d3a3122,19duaM3je7wgpNwEQEx2GA,rock
Reverence,The Jesus and Mary Chain,['dark'],8,5.440344828,4.858448276,4.966034483,195f2bc8-298b-4580-8186-0952c5613e83,3h9zXYA0hMZi9bt6DG8sEo,alternative
Saboteur,Amon Tobin,['dark'],4,4.876,4.108,4.144,8bb366ec-fc65-42be-b76d-6379bfea85b5,71rOF7QFWCDCWixzKphOER,electronic
I Am Terrified,IAMX,"['dark', 'dramatic']",10,4.7872,4.408,4.3496,4e0960d9-bfef-4236-871e-6d73ae532c0a,6ZEK5eBBVCGA8OuC6kPzxF,electronic
Notget,Björk,['dark'],3,6.493559322,4.911186441,5.507457627,,4NZf00Z5iruntVXfKtOlES,electronic
My Father's House,Bruce Springsteen,"['dark', 'spooky']",5,4.168135593,4.23559322,4.552033898,9be6df53-1e1f-4d31-be2d-1f526cba533b,20mvEa8wRNsdU7diadzRGg,folk
Fall,The Jesus and Mary Chain,['dark'],4,3.875,2.7575,3.8925,a6661c80-e61f-4175-b12d-5b8c11a40aef,19bd9zUBcfWIVTQlxpcN8O,post-punk
Shade of Blue,Black Rebel Motorcycle Club,['dark'],9,3.097172775,3.462251309,4.188272251,5ba93f66-0a9e-4f77-902c-95debff1da77,4IrF50fbjzaeVPOVzaDoEY,rock
Not Your Kind of People,Garbage,"['dark', 'ethereal', 'trippy']",3,2.54,2.045,2.305,56425100-6546-4884-baea-2622212ed385,6YO4a8hliYuF9FefolWOLX,alternative rock
For My Demons,Katatonia,['dark'],8,2.110833333,2.180595238,2.1625,1fcde556-c6da-4715-a5a3-ac60279ceb71,6dzCL61cL7P176Ygvp1hek,doom metal
Mindfields,Prodigy,"['dark', 'smooth']",6,5.708018018,3.59981982,5.367657658,,305KnbiRHnrhMXTRpfsE2J,electronic
Alternative 4,Anathema,"['dark', 'atmospheric']",13,3.565058824,2.850705882,3.324411765,309b3820-ce2f-49a3-95e7-dea9891550cf,3VBW4dJ826zVxthMnNtXDY,doom metal
Scatta - feat. Foreign Beggars & Bare Noize,Skrillex,['dark'],1,5.08,4.09,4.61,,2HN8Y2Mkp9xikxGR9VJXoa,dubstep
Devil's Backbone,The Civil Wars,['dark'],2,4.255,3.85,5.025,24eadbc2-798c-4565-a820-7ab729a4c2c3,4qoD4IJbbir3hsAu4IowiG,alternative
Happy Home,Garbage,['dark'],10,4.455909091,4.339090909,4.650909091,2995712d-5252-4f79-9da9-e308719fc889,6ynPfBkICwTbVnQQr4mfMn,rock
Mass Production,Iggy Pop,['dark'],5,5.878571429,4.321428571,5.108571429,6be61bd5-6f0f-4376-a98c-f331144573a3,6ZnUeaJSgc5aRmRWfjOkH9,post-punk
Written In Blood,She Wants Revenge,['dark'],8,5.328611111,4.727222222,5.065833333,d6ceea2c-d054-462b-8bc3-26628300774b,75kV0yzZJvqMQALO32dTW6,goth
Where Did He Go,Keri Hilson,['dark'],5,5.715142857,4.300857143,5.266571429,72946c52-afb1-4d27-a5c5-67cf9e2dc02d,6gpFEVBqIwuw3onaN18bhW,r&b
Misery Is The River Of The World,Tom Waits,"['dark', 'gloomy', 'atmospheric']",8,3.526649746,4.113147208,4.451167513,b2caba48-2dda-424d-a7ed-4c97ac885c33,3fcg0qPyusZDLSrFhOH8MB,experimental
Eleven,Primus,['dark'],1,5.08,4.09,4.61,a8ee85e4-1b37-4d93-825c-8e1d09452a19,2cujYHJB1r2LMP5yTL2cUJ,funk metal
"Night Time, My Time",Sky Ferreira,"['dark', 'trippy']",7,4.143596059,3.067241379,3.731921182,371ac811-1ee8-4565-ae91-fc6ee72bbb0b,7d3BrpkSkKJpMdOuSnHxtH,noise
Run Me Out,Zola Jesus,"['dark', 'ethereal', 'romantic']",6,3.631428571,3.156,3.68752381,92e89219-7040-471c-82c8-3da335b8d019,2hu9dGXPXwYG5Vgz2y9Ruj,indie
Black Sheep,Sneaker Pimps,['dark'],11,4.972153846,4.127384615,4.981538462,8e689bc0-f1c2-4c87-8d3b-fd0ba4f8fadf,67xSpsl7uVGoWqgN5kjvK5,trip-hop
Black Heart,Carly Rae Jepsen,['dark'],2,6.4,5.07,5.72,,6PDPy2HspcDoiSAxRSmhug,electropop
Dark Parts,Perfume Genius,"['dark', 'atmospheric']",3,6.56,5.07,5.845,82e8ba31-59d8-4047-878c-0943dce689bf,3oBWFY0YTyfyDIQG1wLM8o,indie
Your Joy Is My Low,IAMX,"['dark', 'sexual', 'atmospheric']",11,6.236153846,5.478111888,5.49965035,4f861ae6-e5da-4ed5-98e2-0110ae1f91ee,17s0FlG5gJyzftEYel2xq2,electronic
No. 22,Moderat,"['dark', 'hypnotic']",3,4.206666667,4.163333333,3.796666667,,7L59A2cUZOx5IVuGnrhRkA,dubstep
Horizons,Puscifer,['dark'],3,4.966666667,4.543333333,5.093333333,57a08c92-87b7-4a39-b9ad-9f81868f33d4,4nUziLxIAgvXYUWOQ1CW4t,industrial
Mask,Bauhaus,['dark'],11,4.88,4.297209302,4.699069767,a8231b85-37ab-4ae2-8ed7-086f42f8087e,1TTcGCqqWLoszNndpKUwOh,post-punk
God Is in the House,Nick Cave & The Bad Seeds,['dark'],4,4.84,3.51,5.575,105e9cf9-2972-4591-a7bc-ac8544aac55b,5Flyry8kwnmeuvdSHE4mNj,alternative
Pacifico,Ugly Casanova,['dark'],1,5.08,4.09,4.61,e6fdc602-6280-40de-8522-d634191cd407,3wJLJLo2fOHReCTWCHomnh,indie
Mer,Chelsea Wolfe,"['dark', 'silly', 'negative']",7,5.611931034,4.639862069,5.137517241,b9e881c0-31a4-4085-9561-f8c125047957,0vXHTHKFx1LVEJWoRIciN0,gothic rock
Crowded Places,Banks,['dark'],2,5.12,3.67,5.08,,6kNMg11e0ApnTmExdayfA1,downtempo
32 Ghosts IV,Nine Inch Nails,['dark'],5,4.26,3.955,4.038,25696673-b4c6-4a1b-b6a3-8cdc0b6ced5d,3xIsOYPrxxXgSes8O2BBxX,industrial
Abigail,King Diamond,['dark'],5,3.735217391,3.803043478,3.707391304,4d6f3b66-013e-4507-8f0c-48d4ebea8507,1ocKVM8apJb2y0zBZHgXU4,metal
New Ways,Daughter,"['dark', 'lush']",2,5.78,4.165,5.2,,6NiDG7Lq7QK9XiSbZg4KMo,indie
I'm Deranged,David Bowie,"['dark', 'driving', 'atmospheric']",10,5.494189189,4.036891892,4.837162162,9f9c9857-4931-477a-922c-17cc27b9a2f0,,rock
Moss,GusGus,['dark'],2,6.25,5.445,5.305,53d979bb-afeb-449a-97df-491e62376536,41SZvOgENv2B0lHf7QvCl4,house
The Downward Spiral (The Bottom),Nine Inch Nails,"['dark', 'atmospheric']",16,4.903172414,4.074206897,4.813862069,f531393f-e6f9-4dba-b740-bff5cff08b37,52HXTHuQMly4kiROcpKsBm,industrial
Startup Chime,Ladytron,['dark'],9,4.393076923,3.634615385,4.546923077,6a224801-0e56-44eb-b6bc-8d0bff1ce211,169eW7D6SVppXGSg0oJR5O,electronic
Place To Belong,Little Dragon,"['dark', 'ethereal', 'trippy']",5,4.0075,3.15,4.0825,7c6ddbbb-365d-4b9d-98eb-3b31f5de3cc2,4GaRhKMGc161Nw9cQhtoYH,trip-hop
Tired Hippo,Yo La Tengo,"['dark', 'atmospheric', 'hypnotic']",6,5.8932,3.479371429,5.719885714,35055728-2a99-4a35-ae10-69eddbb6e68f,07hBbpMMECq3bDpMw7vBty,indie
Shadowplay - 2007 Remaster,Joy Division,['dark'],1,5.08,4.09,4.61,,4ZuC5MfGjRQs3pZtPxqMYP,alternative
Couldn't Care Less,The Cardigans,"['dark', 'bitter', 'smooth', 'quiet']",10,4.132906977,3.719825581,4.695988372,28f056bb-5eca-4ca3-adec-7b9e3fdd42dc,,alternative
Skyscraper,Julian Plenti,"['dark', 'hypnotic', 'soft']",6,2.835853659,1.932439024,2.646158537,80187824-edbc-46be-9ac9-4be1ece3ed12,1Pv6yGfEaiVZU3Buda2edz,indie
Color Me Once,Violent Femmes,['dark'],10,4.982424242,4.20979798,4.978686869,14330993-6cca-4408-ac89-bec105465fbf,2kyjRBPLjeFn3JMzMtykxf,soundtrack
Hair of the Dog,Bauhaus,['dark'],1,5.08,4.09,4.61,735b3fb0-7a95-439e-b390-f9c1055da371,1opF0tGtL9dD2czh8NOQt9,post-punk
No Hook,Jay-Z,['dark'],2,5.12,3.67,5.08,,2rtIxn1zJEFMN2naD8VofS,rap
Blind,Hurts,"['dark', 'bittersweet']",4,6.27,4.7875,5.32,f9e3bc07-f599-466e-8642-b10898c587dd,6pTt7MJxHYnpovS4w5NbRI,synthpop
Settle for Satin,Alkaline Trio,['dark'],2,3.59,3.79,4.225,a7b2a6c6-4924-4e38-8bf2-40eb83c52f49,6l5RCiSKQf85hSKrQmBKSk,punk
Man-Size Sextet,PJ Harvey,"['dark', 'powerful']",6,5.007777778,4.898888889,5.456666667,3f08a625-b8fa-4abd-8daf-55a45f815038,7basDIxL6qM7v0N8NP1bGo,alternative
I'm Your Doll,FKA twigs,"['dark', 'ethereal', 'lush', 'trippy']",4,3.853333333,2.776666667,3.466666667,,,trip hop
Experiment Number Six,Lemon Jelly,['dark'],3,5.326666667,4.63,4.73,c6ad545f-b4d9-43ed-9528-30621951b26c,671vhLXS5TOBsmIM9KvZHy,electronic
Slice of Life,Bauhaus,['dark'],5,5.824230769,4.484615385,5.326538462,c83ed520-ab37-496e-bb20-25e79701804f,,post-punk
Pandora (For Cindy),Cocteau Twins,"['dark', 'ethereal', 'druggy']",4,4.166666667,3.63,3.536666667,af9195ee-f4de-4371-9dd5-3e6f0708c603,2h9IbUdeKAR7KOMXxfgQOq,dream pop
I Was Her Horse,múm,"['dark', 'soft']",7,4.935714286,3.881428571,5.05,0d5d8448-d35a-4e69-b605-aa8fbc64631c,5aKfxgvlxebcZ33AD2XNvM,experimental
Requiem on Frankfort Ave.,Eluvium,['dark'],2,5.645714286,4.51,5.085714286,4f07a7df-875f-483f-a44b-96250c40bbe5,06X1J1lPc0boVEpxG6UOCB,ambient
The Warden,Chelsea Wolfe,"['dark', 'ethereal', 'silly', 'negative']",11,3.516703645,4.216418384,3.787765452,90df6f0a-cc45-4e73-ba74-4223a2ecdacf,6PpYc5LlcZSrdY0My0GOib,pop
Hunt,Goldfrapp,['dark'],9,5.73775,4.13175,5.14225,41aff262-f53b-4ab1-9a63-713bd3d03c73,6Fhe8Pc0Fm4ENooIIw1ELa,electronic
I Want You Back,Discovery,"['dark', 'trippy']",9,6.452222222,4.246666667,5.844444444,,0LzrxtB3fPHsebbHLAP7q0,electronic
Make a Fist,Phantogram,"['dark', 'dramatic']",3,3.416666667,3.56,3.126666667,26f5367b-7f70-4055-83c7-fd3a86492b06,425FjFB2ZW6Fom5fGwaFS7,electronic rock
She Will Always Be A Broken Girl,She Wants Revenge,['dark'],8,5.538644068,4.464237288,5.336610169,1fffa111-d3de-4abf-ad7a-d6847259ca6e,2AZsuLFwSt4SOt85JKlk5b,new wave
What's He Building?,Tom Waits,"['dark', 'eerie', 'halloween', 'scary']",7,3.247226891,3.749747899,3.628991597,e4eb2a80-04aa-4235-9035-7edaaaf778da,2SkY1MBAolcLSpWDWCP7Kd,spoken word
Love Somebody,Robbie Williams,"['dark', 'bittersweet', 'powerful', 'poignant']",24,5.91045977,4.86137931,5.567126437,b6c03326-9ce3-4c2f-b32d-d5839a1cf228,4FUGhOQNLbs6NOhFR5CaaJ,pop
363N63,King Krule,['dark'],3,4.556666667,3.65,5.2,9440b7ce-9bb8-42fd-82c7-5f40fb1bcf5c,0EX5KOdVnR4kFqcTYKyyrH,lo-fi
In the Dark,Flyleaf,['dark'],6,5.407692308,5.009230769,4.982307692,36e283eb-306e-4e62-80c6-87ba4064567d,1qR25pZi1QODhQUdwlhFa4,christian rock
Nishe,Muse,['dark'],5,4.874262295,2.988032787,5.337704918,45bdf0a2-4e2c-4c4a-a669-8a646a508fab,21yJ7CyodxVIQz0EOYwsHp,alternative
Lobby,The Kilimanjaro Darkjazz Ensemble,['dark'],10,4.884142857,3.790857143,4.372571429,d10e3187-08dc-49d0-a597-0fa123f8bd70,7MuzYtWP3FJgaMMSecn4aj,dark jazz
House of Metal,Chelsea Wolfe,"['dark', 'ethereal', 'silly', 'negative']",11,3.831803279,4.497377049,4.001803279,46195c5d-e235-4b06-af9c-deff43e016a6,4xTfQPuQR1VulbeAn63cgX,folk
Black Noise,Nine Inch Nails,['dark'],1,5.08,4.09,4.61,c99c1f14-5fc4-4356-b560-054a51e3f6ac,0sXE2Hw2slSjZiGiHtFIF1,industrial
2.19,Tom Waits,['dark'],6,4.01012987,3.603766234,5.17961039,d85d476c-446e-4064-b67b-4ffdf6a8eba3,4tUkNJFoCPoORwLQj6euzl,blues
Rosies,Amon Tobin,['dark'],4,5.323076923,4.515897436,4.847692308,97ae9cd3-79d9-4a98-995b-c9eded144067,3aOgDVMkzSyspyZJ4B7Sff,electronic
How the Gods Kill,Danzig,['dark'],3,4.827727273,3.572272727,3.997727273,94b426e0-86aa-4de8-804c-f3490c485ab5,5w8agmmSkjBh4ScKCAtWqx,hard rock
Hast Thou Considered the Tetrapod,The Mountain Goats,"['dark', 'bittersweet', 'optimistic']",3,5.873333333,4.163333333,5.376666667,7b46c647-040d-472d-8fc7-755288910d67,48jewph1pCXeDcQhg4hldD,folk
Fjara,Sólstafir,"['dark', 'atmospheric']",4,2.951168831,1.855454545,2.822857143,33597b33-d8d6-4220-8804-54074c25a992,6Lo1WLiGG9asMjrkjxlfSI,post-black metal
She's Not Dead,Suede,['dark'],2,3.287058824,2.646470588,2.982941176,0d2122c8-e9b6-4f6c-9ae9-e902ee81651e,3tGWDSeJwsYcFICmtryQi6,britpop
Guilty Rocks,múm,"['dark', 'spooky']",7,6.156363636,4.998181818,5.47,7bc7fb04-8758-45a8-b8fa-026d5c2fa433,1xovVgKK8Wv6avz02cYBGI,experimental
REV 22:20,Puscifer,['dark'],9,6.631172414,5.772068966,5.60462069,e4263ba9-024f-48aa-aed0-9daf677d0c7b,6SUnoDnmFVceYuQd0DNy3P,industrial
Dominion/Mother Russia,The Sisters of Mercy,['dark'],9,5.711333333,5.071,5.017666667,f5288d96-65d5-4249-9502-3bbe257cf4ed,,gothic rock
Burnout Eyess,oOoOO,['dark'],4,5.5175,4.2525,4.98625,f5ae3547-7ad8-436f-9466-c07e77179eb7,3VXoChXXrgHaJYkYlvaNxd,witch house
Running Joke,Queens of the Stone Age,['dark'],2,2.54,2.045,2.305,52d328a6-31fa-4a24-be3b-cb451729d8b9,,alternative rock
High School Poem,The Knife,['dark'],5,6.540333333,4.959777778,5.767444444,74658964-03c7-4831-a6aa-eeeabacec6b8,,electro
Monkey,Low,['dark'],13,4.854802632,3.817171053,4.6125,9e4d317e-8ec1-44f1-8f3e-f42243b250ee,4S8MtsiEY1y4dfoiyqEfcy,indie
Welcome to Heartbreak (feat. Kid Cudi),Kanye West,['dark'],2,5.132571429,3.538,5.227714286,,,hip-hop
Luper,Earl Sweatshirt,['dark'],2,2.54,2.045,2.305,0e370d57-40fe-4074-a30c-5b3bd967ad9f,,rap
Just One Kiss,The Cure,"['dark', 'atmospheric']",9,5.600909091,4.739090909,5.168181818,de71abc2-73fc-4aee-bdc3-98c69ad96c4c,7vOcpMfvd1RGAfyoxcwLk0,new wave
Into the Night,Julee Cruise,"['dark', 'ethereal', 'atmospheric']",15,5.333565217,4.035391304,4.963304348,e9376444-d13b-485e-b94f-1b52d40b45d4,10JOKdy8ynkSiGTWKgfFuE,soundtrack
Halloween,Dave Matthews Band,"['dark', 'halloween']",6,2.74443609,2.157067669,2.59962406,f37a1aa2-52d6-4e83-a0c0-43fdee49e227,2JQ5UEeNaA2Uow8bL8GmFF,rock
Life is Beautiful,LIL PEEP,['dark'],2,3.685,4.38,3.725,,5rYpwP1dHWGVMrSZbTmt3e,hip-hop
Melody Calls,Doves,"['dark', 'sweet', 'atmospheric']",6,6.051666667,3.608333333,5.196666667,a627b3a9-bf9b-4fdd-9a7a-b3c7222c6d91,23A9SUq1ihKjdQmhNQZaVF,indie
PUPPE,Rammstein,['dark'],1,5.08,4.09,4.61,,2iFgHPoa7FNHwgLnjXzu7F,industrial metal
Song of Sophia,Dead Can Dance,"['dark', 'ethereal', 'atmospheric', 'hypnotic']",9,5.058571429,3.685,4.367380952,ab4a0b38-aa7a-4608-8219-f0b9700505f6,6hom27LcGZF7G4puoSAh7A,ambient
Telephone Call From Istanbul,Tom Waits,"['dark', 'dramatic']",5,4.041818182,3.777355372,5.030413223,ff949b7c-c413-443b-b8b6-1b95b2a583a2,3MzHAK2ujlAS7P8ID38R5k,rock
Portrait in Black and Blue,King Krule,['dark'],3,4.865,4.0525,5.4425,c323d363-a0dd-49ae-b435-8ee3bbd0283a,4ZTN6TH2tG3FTQXtVgZUdq,indie
At the Heart of It All,Nine Inch Nails,['dark'],13,4.370759494,4.328860759,4.243417722,8c641def-3c8f-47e8-b781-9a7cd32e9bd6,4kHSL04N2lFOEteutHmOaz,industrial
She Is Suffering,Manic Street Preachers,"['dark', 'bleak']",7,3.402307692,3.939230769,3.668461538,5e814ae9-f962-426c-b2c4-9c692ef729b2,55ol0W7FtPHP3cC8qXm1xU,rock
Abysses,Alcest,"['dark', 'atmospheric']",3,4.83862069,3.965862069,4.743793103,73c7e96c-c99c-4214-b81f-0ddfb24b33e5,2l0RUzhLPqTY3TJMUuZh9v,shoegaze
Whisper,Morphine,['dark'],6,6.92177305,6.044255319,5.898652482,af03b729-4a42-49a0-840f-1e334877192f,3sVFoJDU2ubr3bDRXfbglE,alternative
Dead Hearts,Dead Man's Bones,"['dark', 'eerie', 'halloween', 'atmospheric']",5,3.828571429,3.248571429,3.502857143,8a1b9419-6df4-49e2-babb-bed28cfc4c1b,792U1bLPq2NT0Gjn66sIPB,indie
Cypherspeed,Klaxons,['dark'],2,6.135,4.445,4.965,ef421c5e-7b08-4fb3-b620-2013f93ee181,3h539yoP1dZEhkTeZkJ88H,indie rock
Tonight in Flames,Cradle of Filth,['dark'],2,5.417142857,4.134285714,4.848571429,6ae73a85-e67c-4a1d-95f3-f6752068cb56,1hMvlPP5B2VNdQkoyPG7Df,black metal
Overground,Siouxsie and the Banshees,['dark'],2,5.428,3.958,4.976,ea45f7db-48e2-4f7d-b11f-bb0a139bc80b,0juUBRf9y5nms287Nb6n6D,post-punk
Manipulated Living,Michael Andrews,['dark'],11,4.513636364,4.306363636,4.375454545,d85af17a-d6dc-40b3-8ac1-39adeff54942,1TFZ7n3bBWT1cN7Zrzx6lF,soundtrack
Rosegarden Funeral of Sores,Bauhaus,['dark'],3,4.853333333,4.306666667,4.016666667,c4ad56c3-0adc-4d29-b841-4e7560ef226d,7v8RaoLWVokdogHncl2JIy,post-punk
The Future Sound of Music,Ulver,"['dark', 'atmospheric']",5,5.09195122,3.974756098,4.655609756,1c8aecfc-2ac9-4ad8-891a-3dce68daeafb,17UoqJvM3daUuwGPJGiS8U,experimental
You're Dead,Alkaline Trio,"['dark', 'romantic', 'lyrical', 'energetic']",8,4.58125,3.9675,4.33625,,,punk
Old Dreams Waiting to Be Realized,The Knife,['dark'],4,4.373421053,3.850526316,4.069210526,3ffc6210-c4f5-46e3-b3dc-508583bff036,6v65Scly8qZd945W5s1kbT,ambient
Burial,Alexisonfire,"['dark', 'atmospheric']",5,5.562,4.504,5.142,7d443313-59f5-44e6-a52d-14079832cc4e,4Gx3iDFhOkho8bsh0XrtTy,post-hardcore
Icct Hedral (edit),Aphex Twin,['dark'],4,5.528913043,4.583043478,4.778913043,,,electronic
Navras,Juno Reactor,['dark'],11,5.734736842,4.548526316,4.285263158,b0109cac-a033-408a-9a54-cd64e3ad9e12,1Bjgk8W01w4wx2SMCldsYZ,electronic
The Krockadile,King Krule,['dark'],3,4.556666667,3.65,5.2,c4def869-b047-4b40-8b24-5a2073e4e982,2VWi6evIRNqwQeiIsxkNs0,rock
"The Stupid, The Proud",IAMX,['dark'],3,6.652631579,5.115789474,5.751578947,a204f153-3fb2-46ae-88cc-422d38174067,4t5LcG4keViF5dyq8GYO9b,electronic
Voyage,Charlotte Gainsbourg,"['dark', 'delicate']",2,5.73,3.59,4.825,ee3e097f-d941-4b9b-b692-062edd90011e,5pyWgO3cVJ2SxI0QqbWEjk,indie
Bad Ritual,Timber Timbre,['dark'],2,6.141386139,3.240891089,6.195445545,f77bed38-826b-4b94-b62c-82acf4126a67,14lFMWrwM30Q8FiijmxWVz,indie
Winter Is Coming,Radical Face,"['dark', 'soft']",3,6.246666667,3.606666667,5.5,bb0d5f9d-c589-4647-bde5-7d871e261330,7gpA3mAvnUQ9VvU6fO3sH9,pop
Dead In The Water,Hawthorne Heights,['dark'],6,5.316086957,4.205217391,4.702608696,824704aa-cbe5-4306-ab77-36cd60b0bd6c,2huykWF8AU5XhucTR1ItIj,emo
The Ocean,Against Me!,['dark'],2,5.595,4.07,4.695,7300a8a3-24e5-419b-b569-0a9665c757d5,14uL43Gg4ujizaATehrryk,punk
Cellar Door,Michael Andrews,"['dark', 'ethereal', 'atmospheric']",8,5.045555556,3.64,4.682777778,b6dd43a9-ead7-46bb-b6ec-ba5755e31b26,0WidBbTwdk3hz2HaWCR9xC,soundtrack
VCR/Wheels,"Tyler, the Creator","['dark', 'smooth']",2,5.75,3.425,5.435,1b575168-91b9-4356-9d57-6eaee3ec65e2,,rap
Monument,Röyksopp & Robyn,"['dark', 'ethereal', 'monumental']",4,5.380594059,3.946633663,4.42960396,0bf8fe0e-40c8-4cc5-805e-59e16d57c6c5,3qCkZ9ErOuFXMmEzzTXjsm,electronic
Scissor,Liars,"['dark', 'halloween', 'scary', 'brooding', 'powerful']",7,3.948071429,4.460142857,4.180071429,20d1ff85-a1ef-4184-9f28-305dfc56b4e0,5DOI5nEQVOkDS73pXtLEUC,indie
Searchers,Amon Tobin,['dark'],7,5.902692308,3.967307692,5.609038462,fcb10b20-cefa-4eef-adaf-079498f86f6d,475l6IQSNwMOjHANVuCuhd,electronic
Get Me,Twista,['dark'],2,5.087,4.09,5.2505,5cf1ee71-f3ae-452e-a17e-cc86c2660983,4bZMebP26Oz0j5EP79EDXs,hip-hop
Messe Noire,Behemoth,['dark'],3,5.03,4.936666667,4.76,2f468190-8038-457e-b64f-a40909b2c861,0buZkaEEaRLoEfVctp64sb,death metal
Black Paint,Death Grips,['dark'],3,4.376666667,4.523333333,4.606666667,,2yY0LXGpN7U2y5tbagNnXq,experimental
Gollum's Song,Emilíana Torrini,['dark'],15,3.861987578,3.829130435,4.427329193,,0mQ1btcyqFDvTpaCFs04cR,soundtrack
I Am the Sun,Swans,['dark'],5,5.535,4.543333333,4.941666667,123b594b-5aa8-42b9-8dce-94be7cfc84a8,0rumzIVO9fTUposbErGQEM,post-punk
I Can't Stand,Zola Jesus,"['dark', 'elegant', 'powerful', 'rousing']",7,5.685454545,4.529090909,5.338181818,2f0e9766-fe8e-418c-88f1-914301f853c4,43mHwDWDN7DP8fGItzSYhM,indie
Death Of It All,Rob Zombie,['dark'],3,3.771612903,3.065483871,3.397096774,9ddd7a3c-c066-48c2-a0b9-7838fd90e7b3,0w2Su1gepQLlYJuajiECb2,industrial metal
Soul Auctioneer,Death in Vegas,['dark'],5,5.608571429,4.23,4.848571429,6dc82614-67e6-4f74-b7c0-c04f4cbd9d58,29ozAuGFbu2AlqcTSdplns,trip-hop
Bastard (Explicit Version),"Tyler, the Creator",['dark'],5,3.302,2.83,3.818,,,rap
Summoning of the Muse,Dead Can Dance,"['dark', 'ethereal', 'atmospheric']",16,5.074336283,4.006548673,4.844336283,3e33a715-1c6d-41fe-803f-a97d572d0f2a,7wAqMDCa0FxXXnhX4Wt6Cv,ambient
If I Were A Carp,Final Fantasy,['dark'],9,5.032727273,4.379090909,4.520909091,5a3d756e-8275-4cb4-851c-7076da097959,,indie
Some Things We Do,Swans,['dark'],1,5.08,4.09,4.61,b0744b80-087a-452f-995b-50e722a0bfc7,7l6HrifbC0PTzl1aYdwMq9,neofolk
The Lighthouse,Amon Tobin,['dark'],6,5.260512821,3.586410256,4.653076923,8694c670-ed55-415f-8657-d01dac6ebfe1,1iYSCUB78OPqpEgulj2nQX,electronic
No Church in the Wild,The Throne,['dark'],1,5.08,4.09,4.61,,,hip-hop
Clubbed to Death (Kurayamino Variation),Rob Dougan,['dark'],19,5.240533333,4.320933333,4.7524,2f6656a1-baa1-4b41-ae0f-2a5906e5e75c,0vSVDF2fHaxL2L9eEmRdAK,electronic
Kill,Earl Sweatshirt,['dark'],1,5.08,4.09,4.61,b58a7abb-96fe-4cd2-971f-fe1d797abec2,,rap
Thousand Eyes,Of Monsters and Men,"['dark', 'atmospheric']",3,5.996666667,4.326666667,5.013333333,,6QzGqC6uS8RuMDDNxdJgPK,ambient
She Hangs Brightly,Mazzy Star,['dark'],6,5.105967742,3.664354839,4.789516129,7350481b-1e39-4420-89a4-637db7931b09,0PwKkV9wQCpbCxJmYEkcsd,alternative
The Daughter Brings the Water,Swans,['dark'],2,3.994473684,3.774210526,5.156052632,86bf4415-1fbe-4d11-9036-e1e646fc917c,24GS6MZLYQBgtcHEApjJJD,post-rock
